grouping_title,bib_uri,NDLBibID,title_full,title_main,title_transcription,title_alternative,creators_name,creators_transcription,publisher_name,publisher_transcription,publisher_location,date,issued,ndc_raw,subjects_free,language,extent,material_type,access_rights,rights,audience,see_also,iiif_manifest,thumbnail,approx_count
芸苑日渉,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283297#material,000003283297; 000003283297,芸苑日渉 : 12巻,芸苑日渉 : 12巻,ゲイエン ニッショウ,,"村瀬, 栲亭, 1746-1818","ムラセ, コウテイ, 1746-1818",北沢伊八 [ほか],,江戸,文化4(1807),1807,914; 919.5,随筆,jpn,12冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283297; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283297,,,1
苗代,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452835#material,,苗代,苗代,ナワシロ,,甘谷∥編,カンヤ,勝田喜右衛門,カツタキエモン,京都,1804,1804-01-01,913,,jpn,23cm; 14丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452835,,,1
若葉梅浮名横櫛,https://ndlsearch.ndl.go.jp/books/R100000002-I000003280443#material,000003280443; 000003280443,若葉梅浮名横櫛 : 3編,若葉梅浮名横櫛 : 3編,ワカバ ノ ウメ ウキナ ノ ヨコグシ,若葉梅,"篠田, 金治 3世; 歌川, 豊国 3世, 1786-1864","シノダ, キンジ 3セイ; ウタガワ, トヨクニ 3セイ, 1786-1864",山本屋平吉,,江戸,文久3(1863),1863,913.57,合巻,jpn,6冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003280443; https://ndlsearch.ndl.go.jp/books/R100000002-I000003280443,,,1
英雄百人一首,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284965#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284979#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000343#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389637#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389638#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001391094#material,000003284965; 000003284965; 000003284979; 000003284979,英雄百人一首; 英雄百人一首 : 全; 英雄百人一首 続,英雄百人一首; 英雄百人一首 : 全,エイユウ ヒャクニン イッシュ; エイユウ ヒャクニン イッシュ : ゼン; エイユウヒャクニンイッシュ,英雄百首; 英雄百首; エイユウ ヒャクシュ,"緑亭, 川柳, 1787-1858; 橋本, 貞秀, 1807-1873; 緑亭, 川柳; 橋本, 貞秀; 緑亭川柳∥編前北斎卍老人∥ほか画; 緑亭川柳∥著","リョクテイ, センリュウ, 1787-1858; ハシモト, サダヒデ, 1807-1873; リョクテイ, センリュウ; ハシモト, サダヒデ; リョクテイセンリュウ; リョクテイセンリュウゼンホクサイマンジロウジン",山口屋藤兵衛; 山口屋藤兵衞; 錦耕堂,キンコウドウ; ヤマグチヤトウベエ,東都; 江戸,1844(天保15); 1845; 1849(嘉永2); 嘉永1(1848); 天保15(1844),1844; 1844-01-01; 1845; 1848; 1849-01-01,911.1; 911.108; 911.15; 911.157,和歌,jpn,18cm; 50丁; 18cm; 60丁; 19cm; 50丁; 1冊 ; 18cm; 1冊 ; 19cm,和古書; 図書; 和古書,インターネット公開,著作権なし-契約による制限あり,一般,http://id.ndl.go.jp/bib/000003284965; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284965; http://id.ndl.go.jp/bib/000003284979; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284979; https://dgcl.doshisha.ac.jp/digital/collections/MD00000343; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000343.json; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389637; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389638; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001391094,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000343/93512.tiff/full/90,/0/default.jpg",3
茅窓漫録,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390393#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390394#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390395#material,,茅窓漫録 上; 茅窓漫録 下; 茅窓漫録 中,茅窓漫録,ボウソウマンロク,,茅原定∥著,チハラサダ,岡田屋嘉七,オカダヤカシチ,江戸,1833(天保4),1833-01-01,914.5,,jpn,26cm; 46丁; 26cm; 47丁; 26cm; 85丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390393; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390394; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390395,,,3
茅窻漫録,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000648#material,,茅窻漫録 3巻 (存1巻),茅窻漫録 3巻 (存1巻),ボウソウ マンロク,茅窓漫録; 茅窻漫録餘集; ボウソウ マンロク ヨシュウ,"茅原, 定","チハラ, テイ",橘屋嘉助,,,1833,1833,915.5,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000648; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000648.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000648/147440.tiff/full/90,/0/default.jpg",1
茶菓詩,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB112724313#material,,茶菓詩 初編,茶菓詩 初編,チャカシショヘン,,木下梅庵(方外道人)∥著,"キノシタ,バイアン(ホウガイ,ドウジン)",,,,1833(天保4)年自序,1833-01-01,911.19,月明文庫 ゲツメイブンコ,jpn,18×12cm; 13丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B112724313,,,1
草山和歌集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284653#material,000003284653; 000003284653,草山和歌集,草山和歌集,ソウザン ワカシュウ,,"元政, 1623-1668","ゲンセイ, 1623-1668",写,,,天保12(1841),1841,911.158,歌集,jpn,1冊 ; 24cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284653; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284653,,,1
草野集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283033#material,000003283033; 000003283033,草野集 : 12巻,草野集 : 12巻,ソウヤシュウ,類題草野集,"木村, 定良, 1781-1846","キムラ, サダヨシ, 1781-1846",岡田屋嘉七 [ほか],,江戸,[江戸後期],1800,911.15; 911.157,和歌∥歌集 ワカ∥カシュウ; 歌集,jpn,12冊 (合4冊) ; 23cm,和古書,,,,http://id.ndl.go.jp/bib/000003283033; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283033,,,1
菅根集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB112723997#material,,菅根集,菅根集,スガノネシュウ,,群芳俳舎∥編,"グンボウ,ハイシャ",,,,1851(嘉永4)年序,1851-01-01,911.3,月明文庫 ゲツメイブンコ,jpn,19×13cm; 44丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B112723997,,,1
菟玖波集,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000549#material,,菟玖波集 20巻,菟玖波集 20巻,ツクバシュウ,,"二条, 良基","ニジョウ, ヨシモト",,,,1836,1836,911.2,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000549; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000549.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000549/135430.tiff/full/90,/0/default.jpg",1
萬葉新採百首解,https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000573#material,,萬葉新採百首解,萬葉新採百首解,マンヨウ シンサイ ヒャクシュカイ,Manyō shinsai hyakushukai; 万葉新採百首解,"賀茂, 真淵","カモ, マブチ",和泉屋吉兵衛,,,1851,1851,911.124,,jpn,,和古書,インターネット公開,著作権なし-契約による制限あり,一般,https://dgcl.doshisha.ac.jp/digital/collections/MD00000573; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000573.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000573/138331.tiff/full/90,/0/default.jpg",1
葎園倭歌集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283386#material,000003283386; 000003283386,葎園倭歌集,葎園倭歌集,リツエン ワカシュウ,,"河辺, 一也, 1802-1869","カワベ, カズナリ, 1802-1869",,,,元治1(1864)序,1864,911.15,歌集,jpn,1冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283386; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283386,,,1
葎居後集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283294#material,000003283294; 000003283294,葎居後集 : 3巻,葎居後集 : 3巻,ムグライ コウシュウ,,"黒沢, 翁満, 1795-1859","クロサワ, オキナマロ, 1795-1859",河内屋和助 [ほか],,浪華,安政5(1858),1858,911.15; 911.158,歌集,jpn,3冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283294; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283294,,,1
葛原詩話後編,https://ndlsearch.ndl.go.jp/books/R100000092-I2324_420564#material,,葛原詩話後編,葛原詩話後編,,,（僧）慈周,,"柏屋, 喜兵衛 等",,,文化元年; 1804,1804,919.5,文学,jpn,,和古書,,本資料の二次利用には事前の利用申請が必要です; Advance application is required to reuse the material; https://www.lib.kyushu-u.ac.jp/ja/services/visitors/copyright-guidance; https://www.lib.kyushu-u.ac.jp/en/services/visitors/copyright-guidance,一般,http://hdl.handle.net/2324/420564,,,1
葛葉九重錦,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001724057#material,,葛葉九重錦 四編下,葛葉九重錦,クズノハココノエニシキ,,万亭応賀∥著歌川豊国(3代目)∥画,"マンテイ,オウガウタガワ,クニサダ",山田屋庄兵衛,ヤマダヤ/ショウベエ,江戸,1850(嘉永3)序,1850-01-01,913.57,,jpn,18×12cm; 10丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001724057,,,1
葛麻拾遺,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB002452836#material,,葛麻拾遺,葛麻拾遺,カツマシュウイ,,角丈∥著,カクジョウ,本竜寺,ホンリュウジ,,1851,1851-01-01,913,,jpn,23cm; 17丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B002452836,,,1
